ID,Lat,Lon,Target
ID_AIVEGCQ9DQ6M,32.228678,48.335381,1
ID_YLA4E42QQAS4,32.287607,48.171888,0
ID_LNMEZICE4GHO,32.363425,48.251029,0
ID_RQZTP01KBIN3,32.32345,48.131104,0
ID_UL2B8M7ZG77K,32.058717,48.219858,0
ID_85OMU3YKU2QI,32.192925,48.342927,1
ID_1KZ0ID3LCI5K,32.089529,48.236117,0
ID_T1NITJOOQV6M,32.280241,48.327206,0
ID_5D574S6NRGKP,32.084858,48.23441,0
ID_E5ERUM4U4QXY,32.118275,48.43734,0
ID_P9JDPDJ4NC8N,32.380852,48.212581,1
ID_PWBBMFTC2SBA,32.331894,48.140896,0
ID_VYG2TL4QQ5QV,32.174869,48.358917,1
ID_6S3APSAQF20J,32.250687,48.380836,1
ID_0O1ZKHPBTGQN,32.111178,48.521512,1
ID_J44VRN2L4W9E,32.454963,48.151676,0
ID_0MK2DYANZ549,32.199662,48.19749,0
ID_SWXGTS2JVJBS,32.327043,48.222732,0
ID_V767P2KQNTL8,32.092314,48.232165,0
ID_QE5P8RK12XHG,32.421097,48.139728,0
ID_XCL5YXG7FHO3,32.230654,48.187069,0
ID_M2FVZX9H9928,32.341955,48.156526,0
ID_GVWFG5LH8GUP,32.204154,48.33601,1
ID_PR63GUS3Q5WY,32.179001,48.407516,1
ID_SEE1CW3C2T9S,32.218078,48.341669,1
ID_I6PV0XMYMQS0,32.09941,48.231626,0
ID_KLP961S3TF13,32.438434,48.155269,0
ID_LWAYERPV06PF,32.328211,48.226326,0
ID_2Y261FKC2B3O,32.078929,48.224529,0
ID_32WNHPROFIAV,32.438255,48.27735,0
ID_9ONJI2OQV611,32.293985,48.250131,1
ID_Q90N4XUU4908,32.440501,48.162276,0
ID_3RSJJV8APX5V,32.364952,48.278068,1
ID_TWH3W57KEARF,32.460353,48.184105,0
ID_OAW83RF9SLS7,32.310424,48.335201,0
ID_E46HVPHBL9U6,32.269461,48.569572,1
ID_4H58BOAXOT71,32.202627,48.278068,0
ID_DIHEPVL4V1JH,32.097254,48.308252,1
ID_FPZ0H37GDCOI,32.224366,48.299898,1
ID_4NAD8W11PYNS,32.281229,48.17045,0
ID_50JWFY1PJY2D,32.240805,48.269355,1
ID_T9HX9L27OGTC,32.257424,48.250311,1
ID_5IA065WKXZEN,32.235146,48.154999,0
ID_A1PVIZL1H9ZG,32.247632,48.290735,1
ID_B04CHEKD8V73,32.170647,48.296035,1
ID_XLZTXZNGWBAD,32.143697,48.434196,1
ID_5A2NA2MD364B,32.268024,48.523488,1
ID_CLU0DQZI2YXO,32.369534,48.259563,1
ID_OWKXB5BWJUQQ,32.388488,48.340591,1
ID_R4DYJ79ZNTZ2,32.308448,48.279596,1
ID_PZ5XVR0HM5G3,32.193823,48.578375,0
ID_11CRGUL6A1ZX,32.330637,48.231626,1
ID_0ZTKCLBCAGV2,32.096266,48.231985,0
ID_4W4K2SQUJC9N,32.218617,48.341849,1
ID_HLRYP8QUW7NB,32.208825,48.276901,1
ID_BD2334OLHS97,32.274312,48.277619,1
ID_JJ7C6GTPXD3S,32.301262,48.396916,1
ID_5TLS241HMJZ0,32.229756,48.545497,1
ID_HTOYBFYHRLFQ,32.13148,48.257138,1
ID_KCK9QBYAK0Y2,32.355071,48.27726,1
ID_ITGF9LFS2020,32.213047,48.204407,0
ID_RWDNMXA19KUS,32.269461,48.401228,1
ID_FURGK4AJ96OK,32.267216,48.505971,1
ID_0NNHG3MCA9IY,32.366659,48.258755,1
ID_GVO6MJEI68ZU,32.080905,48.227583,0
ID_0XFW2K5YRDNZ,32.285092,48.425482,1
ID_KY8XO7N2P6VD,32.137678,48.278068,1
ID_LGYY4UDR860U,32.101836,48.333045,0
ID_5BMA9W7D2IL0,32.358844,48.272499,1
ID_CP1KM9ZLSTTJ,32.295063,48.1762,0
ID_FCSVP83LEJJR,32.074437,48.308701,1
ID_O2AW9ZJFLGEG,32.31833,48.134428,0
ID_WDY6ZITJSVKZ,32.235325,48.201712,0
ID_CPIKWUKWRA7S,32.080995,48.217163,0
ID_YK2KWAW41YNL,32.085037,48.481806,0
ID_GRW2Y6U9U2FZ,32.267305,48.432489,1
ID_DG7WHLJZ703B,32.45119,48.292262,0
ID_IEJC9L2RTOMB,32.31815,48.205035,1
ID_PFUEAL1TP1KC,32.247093,48.400509,1
ID_F2UF7Y1ZG9AI,32.102734,48.220486,0
ID_DJBGTT56FHQO,32.326774,48.290196,1
ID_61NBEWM81WKS,32.122138,48.21851,0
ID_J8E18K16JZKX,32.215383,48.409492,1
ID_CMDWQMRHYCMG,32.273953,48.419733,1
ID_LDA24UIZGIR5,32.277726,48.23459,1
ID_HFPTTZTE3OGP,32.201908,48.313821,1
ID_19201E7804JV,32.228229,48.183835,0
ID_TV2NU4GJFFFM,32.083061,48.489262,0
ID_H0U4MQ7F0ASS,32.306292,48.231446,1
ID_WP7HFRPCG8CT,32.257424,48.147992,0
ID_V6JR64WRUN2Q,32.08872,48.500941,0
ID_3B9RTQ7GH8P4,32.215203,48.336728,1
ID_QFLPDPI5X3MY,32.095188,48.487645,0
ID_AGUIC91U9950,32.270988,48.32523,0
ID_07YIV2MFLU0W,32.281229,48.483603,1
ID_AN8HP0AR4IVZ,32.191308,48.176739,1
ID_DYGOKIB7361F,32.280061,48.426829,0
ID_V9QGJNU40IT6,32.252303,48.441742,1
ID_LH4M704H2JP5,32.334769,48.263426,1
ID_1XJO8AD6OGJH,32.117377,48.305018,1
ID_B48YRHLK3PN2,32.436907,48.301425,0
ID_B0CJXMO11UO3,32.346716,48.294418,1
ID_IWL1OXLW168R,32.340877,48.151406,0
ID_WZD5XQYGSQTV,32.46763,48.224349,0
ID_90JBS9VNZ6FK,32.273953,48.421979,1
ID_Y6GBBIBIR5OP,32.403849,48.276092,1
ID_FZXXLYIN599X,32.106417,48.492586,1
ID_6J391SE9DZ74,32.261556,48.167037,0
ID_6CZNDR7QYAI4,32.317342,48.132541,0
ID_THVZCKU0B418,32.282307,48.207551,1
ID_KJQXEA9OGQLV,32.075425,48.216624,0
ID_0EHLZYYMQ7GC,32.228678,48.167935,0
ID_G9ORWORSOUEI,32.116568,48.139997,0
ID_AE4XWI35A5T9,32.437267,48.293609,0
ID_JYGPGZVJGMKN,32.260029,48.39997,1
ID_PQBF4FUJTYNR,32.268114,48.383441,0
ID_03QDWT3O0285,32.369534,48.338076,1
ID_4YQIA4XJQ362,32.106327,48.223271,0
ID_1EZY3J1J6K7Z,32.346447,48.149969,0
ID_APT7TF7CAXKI,32.432326,48.161647,0
ID_04BNRE0CH6LX,32.435111,48.167666,0
ID_HB7OVXJ1M3BZ,32.266677,48.399072,1
ID_J2VN582T4CLU,32.235505,48.136763,0
ID_EN8R747VRVP1,32.294704,48.38928,1
ID_4RZOMICAWNNW,32.237032,48.45872,1
ID_JAM2E9F01SAE,32.246195,48.174852,0
ID_7E58KLULLUZW,32.234247,48.503186,1
ID_MLMOQZTFS9P7,32.255627,48.411109,1
ID_HP7UWRHCSY8X,32.362976,48.248963,1
ID_361AEA5ECXQO,32.134265,48.277529,1
ID_OEVLIJLMMB23,32.379954,48.398892,0
ID_OQ0YD2HV19IY,32.250687,48.382453,1
ID_ZMVF7NPG6MA3,32.432955,48.161467,0
ID_81UL24DOLETJ,32.151513,48.389819,0
ID_QCW9D4T11EOC,32.405556,48.499144,1
ID_PQ2UVUZV7Q0Y,32.355071,48.273128,1
ID_XEPV0PN4MQKN,32.10489,48.218151,0
ID_FTMFIO1YN55F,32.308089,48.235578,1
ID_9K2MU2CHTBAM,32.101476,48.596611,0
ID_520WM94N0L39,32.247453,48.419823,1
ID_EFM1FSWMJ0TZ,32.255807,48.480639,1
ID_T8KM1LFSOXET,32.316803,48.343556,0
ID_BJAS4W4PP9RG,32.267216,48.255521,1
ID_YB27K1SI971N,32.367198,48.258755,1
ID_F08NV2UJI60Y,32.290392,48.195513,1
ID_CVFAGDQ6QADT,32.115221,48.326488,1
ID_CC4LLUDYY73W,32.31797,48.230727,1
ID_RAH0B3IRH8ME,32.326145,48.313911,0
ID_ELTKZJI4CB1F,32.309796,48.215905,1
ID_DFKG846309SD,32.234427,48.445245,1
ID_22XFYD2J8HB6,32.223018,48.301335,1
ID_SWSPFMVKDQTW,32.383098,48.295136,1
ID_MWVQKGQYAIWD,32.419121,48.294238,1
ID_A038RTDCWHJ9,32.138307,48.300706,1
ID_0H8FVSM8JFIF,32.091236,48.130026,0
ID_HE70XXJDBQTS,32.216371,48.187698,0
ID_VR41NFAN6HUW,32.32866,48.412097,1
ID_KD3I1OQNN5JR,32.159867,48.31984,1
ID_HNRS9GDMI4DT,32.279433,48.233782,1
ID_QTZCTK5WSFQF,32.178642,48.404012,1
ID_6PVJK3GKY02X,32.147021,48.405899,0
ID_50415U9PFKAI,32.16373,48.43186,1
ID_5ELQREHCTOKI,32.114143,48.59733,0
ID_CCRGJUXW0YQB,32.105609,48.22408,0
ID_DMJA9GZDLRYX,32.227869,48.167935,0
ID_YXYEELRZSYD5,32.080815,48.496808,0
ID_PL2T9713QKV5,32.288955,48.569662,1
ID_PXI8U9YB44EQ,32.410407,48.343466,0
ID_EDI5IVIJY4QS,32.125461,48.220397,0
ID_IXE826ZQ4K6J,32.199752,48.410031,1
ID_07TE59NRCTBV,32.237841,48.158503,0
ID_WXV2996SCM9W,32.388398,48.339783,1
ID_0TRB94FAP2E6,32.293806,48.21842,1
ID_PK08Y9L3MOW7,32.295333,48.392514,1
ID_W7EO2GVZ0RT1,32.449753,48.301335,0
ID_I8MF67F9ZYG7,32.267216,48.255161,1
ID_P9NR12ZZASCH,32.332613,48.289747,1
ID_JZVBSEXW5FDE,32.29138,48.145297,1
ID_AX97SAG2F6XL,32.247812,48.172427,0
ID_JWN61IK2FGGN,32.450023,48.252826,0
ID_5BB4POAVJMVV,32.383637,48.216175,1
ID_3VEVWPBKETKW,32.310245,48.150328,1
ID_3SLENE6TW4FJ,32.366749,48.259473,1
ID_OLRSLDAW2TZM,32.141721,48.120773,0
ID_4LAOA77RLWOV,32.087732,48.226236,0
ID_KE9DNIXTT08S,32.255358,48.308252,1
ID_OCV25TDPFPMR,32.118005,48.131643,0
ID_NCEIZBTWQCSW,32.439962,48.28274,0
ID_TYQ1RBWLIYXU,32.245027,48.449377,0
ID_Z3R5DKYS8NM7,32.240086,48.324961,1
ID_Y5AQZUQG6544,32.123844,48.226415,0
ID_YUUM4K2V0XMB,32.189781,48.16012,1
ID_CUMFBW424MTO,32.098871,48.215725,0
ID_TL37D7NK713F,32.267395,48.381195,0
ID_K679YMRG0NEG,32.110819,48.301604,1
ID_EXSLNGNWV2KP,32.202537,48.277889,0
ID_FGA5ER04A347,32.198405,48.193268,0
ID_MSAFKA3Y9N54,32.453975,48.24016,0
ID_38XVWH10RVS8,32.137589,48.399072,0
ID_XTTKWT4TT1MM,32.125372,48.309869,1
ID_1MX7EP89RDEM,32.324798,48.14422,1
ID_7QUXKLVZHX3J,32.340069,48.244831,1
ID_2G9AXQ4KEX4F,32.218167,48.104244,0
ID_WGYUXOJ5M8NA,32.207118,48.194705,0
ID_P44IENYPZIU2,32.100488,48.595803,0
ID_OYX6JXASGD4X,32.2806,48.433926,1
ID_GR53GGR5ACIG,32.330187,48.163713,0
ID_Z0YWTXMXK6DS,32.230474,48.159221,0
ID_M3W9HCDUGV04,32.433404,48.581699,0
ID_GSM0MUMBVXEC,32.194272,48.396377,1
ID_KB9LJPNZE7PM,32.325875,48.159221,0
ID_JBBJCIFZD8XR,32.112615,48.218241,0
ID_1TTDFNSEOE10,32.217359,48.169911,0
ID_HGUM2HZNGKNR,32.376091,48.244921,1
ID_KQW4OQREL5MB,32.204154,48.139548,1
ID_9ETDUXOKCI58,32.118724,48.518817,1
ID_6QRLTRGVEUQX,32.424511,48.385237,0
ID_Q2HH42H3U6N7,32.123665,48.148262,0
ID_W6S4KLKCU0TA,32.098063,48.113048,0
ID_K18M1IG525AC,32.079827,48.506151,0
ID_FMZFUNQQ17E0,32.292817,48.159581,0
ID_9NBQ5BX9FLUX,32.330996,48.254353,1
ID_UW0OKH3LYHP9,32.092134,48.493664,0
ID_NSWIIHXXCUPA,32.255358,48.29307,1
ID_M3OODBIO8NM9,32.437536,48.419553,1
ID_HB1MVPZQDWOK,32.385344,48.402305,0
ID_OECBKVWB6DBY,32.227779,48.182488,0
ID_5OCKUZG9JJ7A,32.381391,48.218959,1
ID_0IQVWOWU2T2M,32.415527,48.126792,0
ID_50ASZZLX75Q8,32.28599,48.222373,1
ID_T81YJWHHERE7,32.093212,48.232614,0
ID_NL45FU2O5IGC,32.325696,48.2504,1
ID_BFHXFFW2KNCX,32.11558,48.529148,1
ID_362P1BC60KRV,32.073898,48.214198,0
ID_VNZIZXE9P3WL,32.096625,48.270702,1
ID_4CGTRRHGF8UO,32.345099,48.265043,1
ID_VPUH0OFSQBRY,32.396663,48.292442,1
ID_R6BEGSQKNSDE,32.272695,48.555828,1
ID_CJCDQIRDJ6VR,32.245925,48.164072,0
ID_XIKCCVT84CTT,32.199483,48.188237,0
ID_XCX7XVNESQS0,32.202357,48.283099,0
ID_AQ7FQ5ZSGF4V,32.297668,48.584304,0
ID_N65Y886DLWCZ,32.386961,48.529507,1
ID_QXJ651XJ9T8Z,32.10489,48.413894,0
ID_FJCLACYTAH6V,32.333691,48.158772,0
ID_7286CFL12KEZ,32.209993,48.44255,1
ID_1V5DA41TQHO7,32.201998,48.341669,1
ID_Z63FH1TNJUE3,32.357676,48.269085,1
ID_FQ5W4KKOMMR6,32.362078,48.258036,1
ID_OQA0EE8W0968,32.119712,48.138291,0
ID_GU5UYOX9U3QC,32.39792,48.318762,0
ID_MEFR71VSELJ1,32.141272,48.31436,1
ID_09C8H2C2X5G4,32.32857,48.561038,0
ID_C0649VM5M470,32.076863,48.486388,0
ID_WM817OXLJ2US,32.320216,48.132541,0
ID_69KCU4K9W6Q3,32.231822,48.168564,0
ID_D0298HX6VZQO,32.096805,48.236207,0
ID_Q31SWRW623Y8,32.105698,48.294867,1
ID_O2KBC7HPNOAQ,32.235685,48.185542,0
